team_a_strength,team_b_strength,toss_winner_is_a,toss_decision_bat,is_first_innings,batting_team_is_a,runs_a,wickets_a,overs_a,runs_b,wickets_b,overs_b,target,label_winner_is_a
0.61,0.61,1,0,0,1,24,0,4.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,27,1,5.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,34,1,6.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,41,1,7.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,53,1,8.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,57,1,9.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,62,1,10.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,63,3,11.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,74,3,12.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,84,3,13.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,94,3,14.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,104,3,15.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,107,3,16.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,108,3,17.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,117,3,18.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,128,3,19.0,144,4,20.0,145,0
0.61,0.61,1,0,0,1,143,3,20.0,144,4,20.0,145,0
0.36,0.51,1,1,1,1,7,0,1.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,11,0,2.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,14,0,3.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,21,0,4.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,24,1,5.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,27,1,6.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,36,1,7.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,45,2,8.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,54,2,9.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,58,2,10.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,61,3,11.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,68,3,12.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,87,3,13.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,92,3,14.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,98,3,15.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,106,3,16.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,106,4,17.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,111,6,18.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,115,6,19.0,0,0,0.0,0,0
0.36,0.51,1,1,1,1,125,6,20.0,0,0,0.0,0,0
0.36,0.51,1,1,0,0,125,6,20.0,6,1,1.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,12,1,2.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,19,2,3.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,22,3,4.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,33,3,5.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,42,3,6.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,50,3,7.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,58,3,8.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,75,3,9.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,85,4,10.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,87,4,11.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,96,4,12.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,103,4,13.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,109,4,14.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,119,4,15.0,126,0
0.36,0.51,1,1,0,0,125,6,20.0,126,4,15.67,126,0
0.65,0.57,1,1,1,1,8,1,1.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,15,1,2.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,20,1,3.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,24,3,4.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,33,3,5.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,36,5,6.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,46,5,7.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,55,5,8.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,60,6,9.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,66,6,10.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,76,6,11.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,79,6,12.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,89,6,13.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,101,7,14.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,109,7,15.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,113,7,16.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,125,8,17.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,131,8,18.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,149,8,19.0,0,0,0.0,0,1
0.65,0.57,1,1,1,1,161,8,20.0,0,0,0.0,0,1
0.65,0.57,1,1,0,0,161,8,20.0,9,0,1.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,22,0,2.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,30,0,3.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,41,0,4.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,48,0,5.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,54,0,6.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,61,0,7.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,68,1,8.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,80,1,9.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,85,1,10.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,90,1,11.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,92,1,12.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,97,1,13.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,105,1,14.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,117,1,15.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,131,1,16.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,138,1,17.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,145,1,18.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,156,2,19.0,162,1
0.65,0.57,1,1,0,0,161,8,20.0,159,2,20.0,162,1
0.49,0.37,1,0,1,0,0,0,0.0,8,0,1.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,16,0,2.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,20,1,3.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,25,2,4.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,28,2,5.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,45,2,6.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,56,2,7.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,58,2,8.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,62,2,9.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,70,2,10.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,82,2,11.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,89,2,12.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,97,2,13.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,104,2,14.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,111,3,15.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,117,3,16.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,122,3,17.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,132,3,18.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,137,3,19.0,0,1
0.49,0.37,1,0,1,0,0,0,0.0,149,4,20.0,0,1
0.49,0.37,1,0,0,1,7,0,1.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,11,0,2.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,23,0,3.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,33,1,4.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,50,1,5.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,57,2,6.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,61,3,7.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,66,3,8.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,73,3,9.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,86,3,10.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,89,3,11.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,98,3,12.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,103,3,13.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,109,3,14.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,122,4,15.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,125,5,16.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,135,5,17.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,142,5,18.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,145,5,19.0,149,4,20.0,150,1
0.49,0.37,1,0,0,1,150,5,19.67,149,4,20.0,150,1
0.58,0.39,0,0,1,1,9,0,1.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,23,0,2.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,25,0,3.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,37,0,4.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,42,0,5.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,51,0,6.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,57,0,7.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,61,0,8.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,63,1,9.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,65,1,10.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,71,1,11.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,78,1,12.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,92,2,13.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,98,2,14.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,108,3,15.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,120,3,16.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,127,3,17.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,130,3,18.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,142,3,19.0,0,0,0.0,0,1
0.58,0.39,0,0,1,1,154,3,20.0,0,0,0.0,0,1
0.58,0.39,0,0,0,0,154,3,20.0,3,0,1.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,7,0,2.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,21,0,3.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,22,0,4.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,29,0,5.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,38,0,6.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,43,0,7.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,46,0,8.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,51,0,9.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,54,1,10.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,60,1,11.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,65,2,12.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,67,3,13.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,77,3,14.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,84,3,15.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,108,4,16.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,114,5,17.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,124,5,18.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,129,7,19.0,155,1
0.58,0.39,0,0,0,0,154,3,20.0,138,7,20.0,155,1
0.42,0.6,1,1,1,1,6,0,1.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,13,0,2.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,23,0,3.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,29,0,4.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,32,0,5.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,39,0,6.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,43,0,7.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,46,0,8.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,50,0,9.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,54,0,10.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,61,0,11.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,63,2,12.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,70,2,13.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,77,2,14.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,91,2,15.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,101,2,16.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,104,3,17.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,110,3,18.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,118,3,19.0,0,0,0.0,0,0
0.42,0.6,1,1,1,1,124,3,20.0,0,0,0.0,0,0
0.42,0.6,1,1,0,0,124,3,20.0,8,0,1.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,21,0,2.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,29,0,3.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,33,0,4.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,44,0,5.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,52,0,6.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,58,0,7.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,71,0,8.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,79,1,9.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,82,1,10.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,95,1,11.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,111,1,12.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,124,2,13.0,125,0
0.42,0.6,1,1,0,0,124,3,20.0,125,2,13.17,125,0
0.54,0.39,0,1,1,0,0,0,0.0,2,0,1.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,3,1,2.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,5,1,3.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,13,1,4.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,15,1,5.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,19,2,6.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,27,2,7.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,33,2,8.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,41,3,9.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,43,3,10.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,46,4,11.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,60,4,12.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,69,4,13.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,76,4,14.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,79,4,15.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,85,5,16.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,90,5,17.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,93,5,18.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,95,5,19.0,0,1
0.54,0.39,0,1,1,0,0,0,0.0,101,5,20.0,0,1
0.54,0.39,0,1,0,1,1,0,1.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,4,0,2.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,21,0,3.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,32,0,4.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,44,0,5.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,48,0,6.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,52,1,7.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,63,1,8.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,73,1,9.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,78,2,10.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,95,2,11.0,101,5,20.0,102,1
0.54,0.39,0,1,0,1,107,2,11.83,101,5,20.0,102,1
0.45,0.45,0,1,1,0,0,0,0.0,6,1,1.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,13,1,2.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,17,2,3.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,22,2,4.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,31,2,5.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,40,2,6.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,47,2,7.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,50,2,8.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,57,2,9.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,61,2,10.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,66,2,11.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,70,3,12.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,75,3,13.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,80,3,14.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,84,4,15.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,90,6,16.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,103,6,17.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,105,6,18.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,119,6,19.0,0,1
0.45,0.45,0,1,1,0,0,0,0.0,124,6,20.0,0,1
0.45,0.45,0,1,0,1,6,0,1.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,11,0,2.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,22,0,3.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,33,0,4.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,36,0,5.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,50,1,6.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,52,1,7.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,55,2,8.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,61,2,9.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,68,2,10.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,73,3,11.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,74,4,12.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,80,5,13.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,83,5,14.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,86,6,15.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,96,7,16.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,100,7,17.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,104,7,18.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,116,7,19.0,124,6,20.0,125,1
0.45,0.45,0,1,0,1,125,7,19.83,124,6,20.0,125,1
0.47,0.46,0,1,1,0,0,0,0.0,13,0,1.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,26,0,2.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,30,0,3.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,41,0,4.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,50,0,5.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,52,1,6.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,63,1,7.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,71,1,8.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,86,1,9.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,91,1,10.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,97,1,11.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,109,1,12.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,115,2,13.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,126,2,14.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,134,3,15.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,144,3,16.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,156,3,17.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,160,3,18.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,169,3,19.0,0,0
0.47,0.46,0,1,1,0,0,0,0.0,171,3,20.0,0,0
0.47,0.46,0,1,0,1,6,0,1.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,10,0,2.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,12,0,3.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,13,2,4.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,28,2,5.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,37,2,6.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,46,2,7.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,58,2,8.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,62,2,9.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,72,2,10.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,76,2,11.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,93,2,12.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,101,2,13.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,111,3,14.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,117,3,15.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,132,3,16.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,138,3,17.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,146,3,18.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,160,4,19.0,171,3,20.0,172,0
0.47,0.46,0,1,0,1,163,5,20.0,171,3,20.0,172,0
0.65,0.45,0,1,1,0,0,0,0.0,5,0,1.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,16,0,2.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,23,0,3.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,27,0,4.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,30,0,5.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,34,0,6.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,40,0,7.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,43,1,8.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,54,1,9.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,65,1,10.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,69,1,11.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,73,1,12.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,84,1,13.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,92,1,14.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,96,1,15.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,104,2,16.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,116,2,17.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,122,2,18.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,129,2,19.0,0,1
0.65,0.45,0,1,1,0,0,0,0.0,133,2,20.0,0,1
0.65,0.45,0,1,0,1,9,0,1.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,18,0,2.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,31,0,3.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,42,0,4.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,52,0,5.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,63,0,6.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,68,0,7.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,75,0,8.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,78,0,9.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,86,0,10.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,89,1,11.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,97,1,12.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,101,1,13.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,106,1,14.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,108,1,15.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,119,1,16.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,125,1,17.0,133,2,20.0,134,1
0.65,0.45,0,1,0,1,134,1,17.67,133,2,20.0,134,1
0.48,0.4,1,1,1,1,9,0,1.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,20,0,2.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,31,0,3.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,33,0,4.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,39,0,5.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,52,0,6.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,60,0,7.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,66,0,8.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,72,0,9.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,82,0,10.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,90,0,11.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,96,0,12.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,108,1,13.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,113,1,14.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,122,1,15.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,128,1,16.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,132,1,17.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,145,1,18.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,153,1,19.0,0,0,0.0,0,1
0.48,0.4,1,1,1,1,158,2,20.0,0,0,0.0,0,1
0.48,0.4,1,1,0,0,158,2,20.0,4,0,1.0,159,1
0.48,0.4,1,1,0,0,158,2,20.0,7,0,2.0,159,1
0.48,0.4,1,1,0,0,158,2,20.0,18,0,3.0,159,1
0.48,0.4,1,1,0,0,158,2,20.0,22,0,4.0,159,1
0.48,0.4,1,1,0,0,158,2,20.0,30,0,5.0,159,1
0.48,0.4,1,1,0,0,158,2,20.0,36,0,6.0,159,1
0.48,0.4,1,1,0,0,158,2,20.0,40,0,7.0,159,1
0.48,0.4,1,1,0,0,158,2,20.0,54,1,8.0,159,1
0.48,0.4,1,1,0,0,158,2,20.0,57,2,9.0,159,1
